Mod:Item:MetaData, Localized Name
minecraft:dye:10, 黄绿色染料
minecraft:dye:11, 蒲公英黄
minecraft:dye:12, 淡蓝色染料
minecraft:dye:13, 品红色染料
minecraft:dye:14, 橙色染料
minecraft:dye:15, 骨粉
minecraft:bone, 骨头
minecraft:sugar, 糖
minecraft:cake, 蛋糕
minecraft:bed, 床
minecraft:repeater, 红石中继器
minecraft:cookie, 曲奇
minecraft:filled_map:0, 地图
minecraft:shears, 剪刀
minecraft:melon, 西瓜
minecraft:pumpkin_seeds, 南瓜种子
minecraft:melon_seeds, 西瓜种子
minecraft:beef, 生牛肉
minecraft:cooked_beef, 牛排
minecraft:chicken, 生鸡肉
minecraft:cooked_chicken, 熟鸡肉
minecraft:rotten_flesh, 腐肉
minecraft:ender_pearl, 末影珍珠
minecraft:blaze_rod, 烈焰棒
minecraft:ghast_tear, 恶魂之泪
minecraft:gold_nugget, 金粒
minecraft:nether_wart, 地狱疣
minecraft:potion:0, 水瓶
minecraft:potion:8193, 再生药水
minecraft:potion:8225, 再生药水
minecraft:potion:8257, 再生药水
minecraft:potion:16385, 喷溅型 再生药水
minecraft:potion:16417, 喷溅型 再生药水
minecraft:potion:16449, 喷溅型 再生药水
minecraft:potion:8194, 迅捷药水
minecraft:potion:8226, 迅捷药水
minecraft:potion:8258, 迅捷药水
minecraft:potion:16386, 喷溅型 迅捷药水
minecraft:potion:16418, 喷溅型 迅捷药水
minecraft:potion:16450, 喷溅型 迅捷药水
minecraft:potion:8227, 抗火药水
minecraft:potion:8259, 抗火药水
minecraft:potion:16419, 喷溅型 抗火药水
minecraft:potion:16451, 喷溅型 抗火药水
minecraft:potion:8196, 剧毒药水
minecraft:potion:8228, 剧毒药水
minecraft:potion:8260, 剧毒药水
minecraft:potion:16388, 喷溅型 剧毒药水
minecraft:potion:16420, 喷溅型 剧毒药水
minecraft:potion:16452, 喷溅型 剧毒药水
minecraft:potion:8261, 治疗药水
minecraft:potion:8229, 治疗药水
minecraft:potion:16453, 喷溅型 治疗药水
minecraft:potion:16421, 喷溅型 治疗药水
minecraft:potion:8230, 夜视药水
minecraft:potion:8262, 夜视药水
minecraft:potion:16422, 喷溅型 夜视药水
minecraft:potion:16454, 喷溅型 夜视药水
minecraft:potion:8232, 虚弱药水
minecraft:potion:8264, 虚弱药水
minecraft:potion:16424, 喷溅型 虚弱药水
minecraft:potion:16456, 喷溅型 虚弱药水
minecraft:potion:8201, 力量药水
minecraft:potion:8233, 力量药水
minecraft:potion:8265, 力量药水
minecraft:potion:16393, 喷溅型 力量药水
minecraft:potion:16425, 喷溅型 力量药水
minecraft:potion:16457, 喷溅型 力量药水
minecraft:potion:8234, 迟缓药水
minecraft:potion:8266, 迟缓药水
minecraft:potion:16426, 喷溅型 迟缓药水
minecraft:potion:16458, 喷溅型 迟缓药水
minecraft:potion:8268, 伤害药水
minecraft:potion:8236, 伤害药水
minecraft:potion:16460, 喷溅型 伤害药水
minecraft:potion:16428, 喷溅型 伤害药水
minecraft:potion:8237, 水肺药水
minecraft:potion:8269, 水肺药水
minecraft:potion:16429, 喷溅型 水肺药水
minecraft:potion:16461, 喷溅型 水肺药水
minecraft:potion:8238, 隐身药水
minecraft:potion:8270, 隐身药水
minecraft:potion:16430, 喷溅型 隐身药水
minecraft:potion:16462, 喷溅型 隐身药水
minecraft:glass_bottle, 玻璃瓶
minecraft:spider_eye, 蜘蛛眼
minecraft:fermented_spider_eye, 发酵蛛眼
minecraft:blaze_powder, 烈焰粉
minecraft:magma_cream, 岩浆膏
minecraft:brewing_stand, 酿造台
minecraft:cauldron, 炼药锅
minecraft:ender_eye, 末影之眼
minecraft:speckled_melon, 闪烁的西瓜
minecraft:spawn_egg:50, 生成 爬行者
minecraft:spawn_egg:51, 生成 骷髅
minecraft:spawn_egg:52, 生成 蜘蛛
minecraft:spawn_egg:54, 生成 僵尸
minecraft:spawn_egg:55, 生成 史莱姆
minecraft:spawn_egg:56, 生成 恶魂
minecraft:spawn_egg:57, 生成 僵尸猪人
minecraft:spawn_egg:58, 生成 末影人
minecraft:spawn_egg:59, 生成 洞穴蜘蛛
minecraft:spawn_egg:60, 生成 蠹虫
minecraft:spawn_egg:61, 生成 烈焰人
minecraft:spawn_egg:62, 生成 岩浆怪
minecraft:spawn_egg:65, 生成 蝙蝠
minecraft:spawn_egg:66, 生成 女巫
minecraft:spawn_egg:90, 生成 猪
minecraft:spawn_egg:91, 生成 羊
minecraft:spawn_egg:92, 生成 牛
minecraft:spawn_egg:93, 生成 鸡
minecraft:spawn_egg:94, 生成 鱿鱼
minecraft:spawn_egg:95, 生成 狼
minecraft:spawn_egg:96, 生成 哞菇
minecraft:spawn_egg:98, 生成 豹猫
minecraft:spawn_egg:100, 生成 马
minecraft:spawn_egg:120, 生成 村民
minecraft:spawn_egg:6396, 生成 恶魔
minecraft:spawn_egg:6397, 生成 曼德拉草
minecraft:spawn_egg:6398, 生成 行路花
minecraft:spawn_egg:6399, 生成 角魔狩猎者
minecraft:spawn_egg:6400, 生成 树人
minecraft:spawn_egg:6401, 生成 猫头鹰
minecraft:spawn_egg:6402, 生成 蟾蜍
minecraft:spawn_egg:6403, 生成 芭芭雅嘎
minecraft:spawn_egg:6404, 生成 聚会女巫
minecraft:spawn_egg:6405, 生成 梦魇
minecraft:spawn_egg:6406, 生成 幽魂
minecraft:spawn_egg:6407, 生成 整蛊幽灵
minecraft:spawn_egg:6408, 生成 报死女妖
minecraft:spawn_egg:6409, 生成 幽灵
minecraft:spawn_egg:6410, 生成 死神
minecraft:spawn_egg:6411, 生成 狩巫人
minecraft:spawn_egg:6412, 生成 痛苦之王
minecraft:spawn_egg:6413, 生成 烈焰小鬼
minecraft:spawn_egg:6414, 生成 矿德拉草
minecraft:spawn_egg:6415, 生成 妖精
minecraft:spawn_egg:6416, 生成 莫哥
minecraft:spawn_egg:6417, 生成 瓜哥
minecraft:spawn_egg:6418, 生成 Shade of Leonard
minecraft:spawn_egg:6419, 生成 Lost Soul
minecraft:spawn_egg:6420, 生成 Werewolf
minecraft:spawn_egg:6421, 生成 Hellhound
minecraft:spawn_egg:6422, 生成 Villager
minecraft:spawn_egg:6423, 生成 Guard
minecraft:spawn_egg:6424, 生成 Vampire
minecraft:spawn_egg:6425, 生成 Lilith
minecraft:spawn_egg:6426, 生成 Winged Monkey
minecraft:spawn_egg:6427, 生成 Reflection
minecraft:experience_bottle, 附魔之瓶
minecraft:fire_charge, 火焰弹
minecraft:writable_book, 书与笔
minecraft:written_book, 成书
minecraft:emerald, 绿宝石
minecraft:item_frame, 物品展示框
minecraft:flower_pot, 花盆
minecraft:carrot, 胡萝卜
minecraft:potato, 马铃薯
minecraft:baked_potato, 烤马铃薯
minecraft:poisonous_potato, 毒马铃薯
minecraft:map, 空地图
minecraft:golden_carrot, 金萝卜
minecraft:skull:0, 骷髅头颅
minecraft:skull:1, 凋灵骷髅头颅
minecraft:skull:2, 僵尸的头
minecraft:skull:3, 头
minecraft:skull:4, 爬行者的头
minecraft:carrot_on_a_stick, 萝卜钓竿
minecraft:nether_star, 下界之星
minecraft:pumpkin_pie, 南瓜派
minecraft:fireworks, 烟花火箭
minecraft:firework_charge, 烟火之星
minecraft:enchanted_book, 附魔书
minecraft:comparator, 红石比较器
minecraft:netherbrick, 地狱砖
minecraft:quartz, 下界石英
minecraft:tnt_minecart, TNT矿车
minecraft:hopper_minecart, 漏斗矿车
Thaumcraft:blockAlchemyFurnace, 荒古炼金炉
Thaumcraft:blockJar:0, 源质罐子
Thaumcraft:blockJar:1, 缸中之脑
Thaumcraft:blockJar:3, 虚空罐子
Thaumcraft:blockCandle:0, 白色油脂蜡烛
Thaumcraft:blockCandle:1, 橙色油脂蜡烛
Thaumcraft:blockCandle:2, 品红色油脂蜡烛
Thaumcraft:blockCandle:3, 浅蓝色油脂蜡烛
Thaumcraft:blockCandle:4, 黄色油脂蜡烛
Thaumcraft:blockCandle:5, 柠檬色油脂蜡烛
Thaumcraft:blockCandle:6, 粉色油脂蜡烛
Thaumcraft:blockCandle:7, 灰色油脂蜡烛
Thaumcraft:blockCandle:8, 浅灰色油脂蜡烛
Thaumcraft:blockCandle:9, 青色油脂蜡烛
Thaumcraft:blockCandle:10, 紫色油脂蜡烛
Thaumcraft:blockCandle:11, 蓝色油脂蜡烛
Thaumcraft:blockCandle:12, 棕色油脂蜡烛
Thaumcraft:blockCandle:13, 绿色油脂蜡烛
Thaumcraft:blockCandle:14, 红色油脂蜡烛
Thaumcraft:blockCandle:15, 黑色油脂蜡烛
Thaumcraft:blockEldritch:4, 发光荒古石头
Thaumcraft:blockAiry:0, 灵气节点
Thaumcraft:blockManaPod, 法力荚茎
Thaumcraft:blockArcaneFurnace, 炼狱熔炉
Thaumcraft:blockWarded, tile.blockWarded.name
minecraft:iron_horse_armor, 铁马铠
minecraft:golden_horse_armor, 金马铠
minecraft:diamond_horse_armor, 钻石马铠
minecraft:lead, 拴绳
minecraft:name_tag, 命名牌
minecraft:command_block_minecart, 命令方块矿车
Thaumcraft:blockHole, 隙间
Thaumcraft:blockPortalEldritch, 邪术传送门
Thaumcraft:blockEssentiaReservoir:0, 源质库
Thaumcraft:blockEldritchNothing, tile.blockPortalNothing.name
Thaumcraft:blockStairsArcaneStone, 奥术楼梯
Thaumcraft:blockStairsGreatwood, 宏伟之木楼梯
Thaumcraft:blockStairsSilverwood, 银树楼梯
Thaumcraft:blockStairsEldritch, 荒古楼梯
Thaumcraft:blockCosmeticSlabWood:0, 宏伟之木台阶
Thaumcraft:blockCosmeticSlabWood:1, 银树台阶
Thaumcraft:blockCosmeticSlabStone:0, 奥术台阶
Thaumcraft:blockCosmeticSlabStone:1, 荒古台阶
Thaumcraft:blockCosmeticDoubleSlabWood, tile.blockCosmeticDoubleSlabWood.name
Thaumcraft:blockCosmeticDoubleSlabStone, tile.blockCosmeticDoubleSlabStone.name
Thaumcraft:blockLootUrn:0, 古旧之瓮
Thaumcraft:blockLootUrn:1, 古旧之瓮
Thaumcraft:blockLootUrn:2, 古旧之瓮
Thaumcraft:blockLootCrate:0, 废弃箱子
Thaumcraft:blockLootCrate:1, 废弃箱子
Thaumcraft:blockLootCrate:2, 废弃箱子
appliedenergistics2:tile.OreQuartz, 赛特斯石英矿石
appliedenergistics2:tile.OreQuartzCharged, 充能赛特斯石英矿石
appliedenergistics2:tile.BlockMatrixFrame, 矩阵框架
appliedenergistics2:tile.BlockQuartz, 赛特斯石英块
appliedenergistics2:tile.BlockQuartzPillar, 赛特斯竖纹石英块
appliedenergistics2:tile.BlockQuartzChiseled, 錾制赛特斯石英块
appliedenergistics2:tile.BlockQuartzGlass, 石英玻璃
appliedenergistics2:tile.BlockQuartzLamp, 聚能石英玻璃
appliedenergistics2:tile.BlockQuartzTorch, 充能石英火把
appliedenergistics2:tile.BlockFluix, 福鲁伊克斯块
appliedenergistics2:tile.BlockSkyStone:0, 陨石
appliedenergistics2:tile.BlockSkyStone:1, 陨石块
appliedenergistics2:tile.BlockSkyStone:2, 陨石石砖
appliedenergistics2:tile.BlockSkyStone:3, 陨石砖块
appliedenergistics2:tile.BlockSkyChest:0, 陨石箱子
appliedenergistics2:tile.BlockSkyChest:1, 陨石块箱子
appliedenergistics2:tile.BlockSkyCompass, 陨石罗盘
appliedenergistics2:tile.BlockGrinder, 石英磨具
appliedenergistics2:tile.BlockCrank, 木质曲柄
appliedenergistics2:tile.BlockInscriber, 压印器
appliedenergistics2:tile.BlockWireless, ME无线访问点
appliedenergistics2:tile.BlockCharger, 充能器
appliedenergistics2:tile.BlockTinyTNT, 迷你TNT
appliedenergistics2:tile.BlockSecurity, ME安全终端
appliedenergistics2:tile.BlockQuantumRing, ME量子环
appliedenergistics2:tile.BlockQuantumLinkChamber, ME量子链接仓
appliedenergistics2:tile.BlockSpatialPylon, 空间塔
appliedenergistics2:tile.BlockSpatialIOPort, 空间IO端口
appliedenergistics2:tile.BlockCableBus, AE线缆/总线
appliedenergistics2:tile.BlockController, ME控制器
appliedenergistics2:tile.BlockDrive, ME驱动器
appliedenergistics2:tile.BlockChest, ME箱子
appliedenergistics2:tile.BlockInterface, ME接口
appliedenergistics2:tile.BlockCellWorkbench, 元件工作台
appliedenergistics2:tile.BlockIOPort, ME-IO端口
appliedenergistics2:tile.BlockCondenser, 物质聚合器
appliedenergistics2:tile.BlockEnergyAcceptor, 能源接收器
appliedenergistics2:tile.BlockVibrationChamber, 谐振仓
appliedenergistics2:tile.BlockQuartzGrowthAccelerator, 晶体催生器
appliedenergistics2:tile.BlockEnergyCell, 能源元件
appliedenergistics2:tile.BlockDenseEnergyCell, 致密能源元件
appliedenergistics2:tile.BlockCreativeEnergyCell, 创造能源元件
appliedenergistics2:tile.BlockCraftingUnit:0, 合成单元
appliedenergistics2:tile.BlockCraftingUnit:1, 并行处理单元
appliedenergistics2:tile.BlockCraftingUnit:2, 4核并行处理单元
appliedenergistics2:tile.BlockCraftingUnit:3, 16核并行处理单元
appliedenergistics2:tile.BlockAdvancedCraftingUnit:0, 64核并行处理单元
appliedenergistics2:tile.BlockAdvancedCraftingUnit:1, 256核并行处理单元
appliedenergistics2:tile.BlockAdvancedCraftingUnit:2, 1024核并行处理单元
appliedenergistics2:tile.BlockAdvancedCraftingUnit:3, 4096核并行处理单元
appliedenergistics2:tile.BlockCraftingStorage:0, 1k合成存储器
appliedenergistics2:tile.BlockCraftingStorage:1, 4k合成存储器
appliedenergistics2:tile.BlockCraftingStorage:2, 16k合成存储器
appliedenergistics2:tile.BlockCraftingStorage:3, 64k合成存储器
appliedenergistics2:tile.BlockAdvancedCraftingStorage:0, 256k合成存储器
appliedenergistics2:tile.BlockAdvancedCraftingStorage:1, 1024k合成存储器
appliedenergistics2:tile.BlockAdvancedCraftingStorage:2, 4096k合成存储器
appliedenergistics2:tile.BlockAdvancedCraftingStorage:3, 16384k合成存储器
appliedenergistics2:tile.BlockSingularityCraftingStorage:0, 奇点合成存储器
appliedenergistics2:tile.BlockCraftingMonitor:0, 合成监控器
appliedenergistics2:tile.BlockMolecularAssembler, 分子装配室
appliedenergistics2:tile.BlockLightDetector, 光亮探测器
appliedenergistics2:tile.BlockPaint, tile.appliedenergistics2.BlockPaint.name
appliedenergistics2:tile.BlockPatternOptimizationMatrix, 样板优化矩阵
appliedenergistics2:tile.SkyStoneStairBlock, 陨石楼梯
appliedenergistics2:tile.SkyStoneBlockStairBlock, 陨石块楼梯
appliedenergistics2:tile.SkyStoneBrickStairBlock, 陨石石砖楼梯
appliedenergistics2:tile.SkyStoneSmallBrickStairBlock, 陨石砖块楼梯
appliedenergistics2:tile.FluixStairBlock, 福鲁伊克斯楼梯
appliedenergistics2:tile.QuartzStairBlock, 赛特斯石英楼梯
appliedenergistics2:tile.ChiseledQuartzStairBlock, 錾制赛特斯石英楼梯
appliedenergistics2:tile.QuartzPillarStairBlock, 竖纹赛特斯石英楼梯
appliedenergistics2:tile.SkyStoneSlabBlock:0, 陨石台阶
appliedenergistics2:tile.SkyStoneSlabBlock.double:0, 陨石台阶
appliedenergistics2:tile.SkyStoneBlockSlabBlock:0, 陨石块台阶
appliedenergistics2:tile.SkyStoneBlockSlabBlock.double:0, 陨石块台阶
appliedenergistics2:tile.SkyStoneBrickSlabBlock:0, 陨石石砖台阶
appliedenergistics2:tile.SkyStoneBrickSlabBlock.double:0, 陨石石砖台阶
appliedenergistics2:tile.SkyStoneSmallBrickSlabBlock:0, 陨石砖块台阶
appliedenergistics2:tile.SkyStoneSmallBrickSlabBlock.double:0, 陨石砖块台阶
appliedenergistics2:tile.FluixSlabBlock:0, 福鲁伊克斯台阶
appliedenergistics2:tile.FluixSlabBlock.double:0, 福鲁伊克斯台阶
appliedenergistics2:tile.QuartzSlabBlock:0, 赛特斯石英台阶
appliedenergistics2:tile.QuartzSlabBlock.double:0, 赛特斯石英台阶
appliedenergistics2:tile.ChiseledQuartzSlabBlock:0, 錾制赛特斯石英台阶
appliedenergistics2:tile.ChiseledQuartzSlabBlock.double:0, 錾制赛特斯石英台阶
appliedenergistics2:tile.QuartzPillarSlabBlock:0, 竖纹赛特斯石英台阶
appliedenergistics2:tile.QuartzPillarSlabBlock.double:0, 竖纹赛特斯石英台阶
Forestry:core:0, 分析仪
Forestry:core:1, 写字台
Forestry:soil:0, 腐殖土
Forestry:soil:1, 沼泽泥
Forestry:resources:0, 磷矿石
Forestry:resources:1, 铜矿石
Forestry:resources:2, 锡矿石
Forestry:resourceStorage:0, 磷灰石块
Forestry:resourceStorage:1, 铜块
Forestry:resourceStorage:2, 锡块
Forestry:resourceStorage:3, 青铜块
Forestry:fluid.bioethanol, 乙醇
Forestry:fluid.biomass, 生物质
Forestry:fluid.glass, 液态玻璃
Forestry:fluid.honey, 蜂蜜
Forestry:fluid.ice, 碎冰
Forestry:fluid.juice, 果汁
Forestry:fluid.milk, 牛奶
Forestry:fluid.seedoil, 种子油
Forestry:fluid.short.mead, 蜂蜜酒
Forestry:fluid.mead, 蜂蜜陈酿
Forestry:apiculture:0, 蜂箱
Forestry:apiculture:2, 简易蜂房
Forestry:apicultureChest:0, 养蜂人箱子
Forestry:beehives:1, 森林蜂巢
Forestry:beehives:2, 草地蜂巢
Forestry:beehives:3, 温和蜂巢
Forestry:beehives:4, 热带蜂巢
Forestry:beehives:6, 凛冬蜂巢
Forestry:beehives:7, 沼泽蜂巢
Forestry:candle:0, 蜡烛(熄灭)
Forestry:stump:0, 蜡烛
Forestry:alveary:0, 蜂箱组
Forestry:alveary:2, 蜂箱组克隆盒
Forestry:alveary:3, 蜂箱组风扇
Forestry:alveary:4, 蜂箱组加热器
Forestry:alveary:5, 蜂箱组保湿器
Forestry:alveary:6, 蜂箱组稳定器
Forestry:alveary:7, 蜂箱组滤网
Forestry:logs:0, 落叶树原木
Forestry:logs:1, 柚树原木
Forestry:logs:2, 金合欢树原木
Forestry:logs:3, 酸橙树原木
Forestry:logs:4, 栗树原木
Forestry:logs:5, 崖豆树原木
Forestry:logs:6, 猴面包树原木
Forestry:logs:7, 红杉树原木
Forestry:logs:8, 木棉树原木
Forestry:logs:9, 乌檀树原木
Forestry:logs:10, 桃心树原木
Forestry:logs:11, 巴尔杉树原木
Forestry:logs:12, 柳树原木
Forestry:logs:13, 胡桃树原木
Forestry:logs:14, 绿樟树原木
Forestry:logs:15, 樱树原木
Forestry:logs:16, 高槿树原木
Forestry:logs:17, 白杨树原木
Forestry:logs:18, 棕榈树原木
Forestry:logs:19, 木瓜树原木
Forestry:logs:20, 松树原木
Forestry:logs:21, 李子树原木
Forestry:logs:22, 枫树原木
Forestry:logs:23, 柑橘树原木
Forestry:logs:24, 巨杉树原木
Forestry:logs:25, 重蚁树原木
Forestry:logs:26, 紫檀树原木
Forestry:logs:27, 黄檀树原木
Forestry:logs:28, 斑木树原木
Forestry:planks:0, 落叶树木板
Forestry:planks:1, 柚树木板
Forestry:planks:2, 金合欢树木板
Forestry:planks:3, 酸橙树木板
Forestry:planks:4, 栗树木板
Forestry:planks:5, 崖豆树木板
Forestry:planks:6, 猴面包树木板
Forestry:planks:7, 红杉树木板
Forestry:planks:8, 木棉树木板
Forestry:planks:9, 乌檀树木板
Forestry:planks:10, 桃心树木板
Forestry:planks:11, 巴尔杉树木板
Forestry:planks:12, 柳树木板
Forestry:planks:13, 胡桃树木板
Forestry:planks:14, 绿樟树木板
Forestry:planks:15, 樱树木板
Forestry:planks:16, 高槿树木板
Forestry:planks:17, 白杨树木板
Forestry:planks:18, 棕榈树木板
Forestry:planks:19, 木瓜树木板
Forestry:planks:20, 松树木板
Forestry:planks:21, 李子树木板
Forestry:planks:22, 枫树木板
Forestry:planks:23, 柑橘树木板
Forestry:planks:24, 巨杉树木板
Forestry:planks:25, 重蚁树木板
Forestry:planks:26, 紫檀树木板
Forestry:planks:27, 黄檀树木板
Forestry:planks:28, 斑木树木板
Forestry:slabs:0, 落叶树台阶
Forestry:slabs:1, 柚树台阶
Forestry:slabs:2, 金合欢树台阶
Forestry:slabs:3, 酸橙树台阶
Forestry:slabs:4, 栗树台阶
Forestry:slabs:5, 崖豆树台阶
Forestry:slabs:6, 猴面包树台阶
Forestry:slabs:7, 红杉树台阶
Forestry:slabs:8, 木棉树台阶
Forestry:slabs:9, 乌檀树台阶
Forestry:slabs:10, 桃心树台阶
Forestry:slabs:11, 巴尔杉树台阶
Forestry:slabs:12, 柳树台阶
Forestry:slabs:13, 胡桃树台阶
Forestry:slabs:14, 绿樟树台阶
Forestry:slabs:15, 樱树台阶
Forestry:slabs:16, 高槿树台阶
Forestry:slabs:17, 白杨树台阶
Forestry:slabs:18, 棕榈树台阶
Forestry:slabs:19, 木瓜树台阶
Forestry:slabs:20, 松树台阶
Forestry:slabs:21, 李子树台阶
Forestry:slabs:22, 枫树台阶
Forestry:slabs:23, 柑橘树台阶
Forestry:slabs:24, 巨杉树台阶
Forestry:slabs:25, 重蚁树台阶
Forestry:slabs:26, 紫檀树台阶
Forestry:slabs:27, 黄檀树台阶
Forestry:slabs:28, 斑木树台阶
Forestry:fences:0, 落叶树栅栏
Forestry:fences:1, 柚树栅栏
Forestry:fences:2, 金合欢树栅栏
Forestry:fences:3, 酸橙树栅栏
Forestry:fences:4, 栗树栅栏
Forestry:fences:5, 崖豆树栅栏
Forestry:fences:6, 猴面包树栅栏
Forestry:fences:7, 红杉树栅栏
Forestry:fences:8, 木棉树栅栏
Forestry:fences:9, 乌檀树栅栏
Forestry:fences:10, 桃心树栅栏
Forestry:fences:11, 巴尔杉树栅栏
Forestry:fences:12, 柳树栅栏
Forestry:fences:13, 胡桃树栅栏
Forestry:fences:14, 绿樟树栅栏
Forestry:fences:15, 樱树栅栏
Forestry:fences:16, 高槿树栅栏
Forestry:fences:17, 白杨树栅栏
Forestry:fences:18, 棕榈树栅栏
Forestry:fences:19, 木瓜树栅栏
Forestry:fences:20, 松树栅栏
Forestry:fences:21, 李子树栅栏
Forestry:fences:22, 枫树栅栏
Forestry:fences:23, 柑橘树栅栏
Forestry:fences:24, 巨杉树栅栏
Forestry:fences:25, 重蚁树栅栏
Forestry:fences:26, 紫檀树栅栏
Forestry:fences:27, 黄檀树栅栏
Forestry:fences:28, 斑木树栅栏
Forestry:stairs:0, 落叶树楼梯
Forestry:stairs:1, 柚树楼梯
Forestry:stairs:2, 金合欢树楼梯
Forestry:stairs:3, 酸橙树楼梯
Forestry:stairs:4, 栗树楼梯
Forestry:stairs:5, 崖豆树楼梯
Forestry:stairs:6, 猴面包树楼梯
Forestry:stairs:7, 红杉树楼梯
